为	47	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
还有	47	0	0	1	0	2	0	3	0	4	0	5	0.34	6	0.66
例如	44	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
于是	43	0	0	1	0.023	2	0.953	3	0	4	0	5	0.023	6	0
除了	43	0	0	1	0	2	0	3	0	4	0	5	0.837	6	0.163
那么	42	0	0	1	0	2	0	3	0.024	4	0.048	5	0.905	6	0.024
尤其	41	0	0	1	0	2	0.024	3	0	4	0	5	0.976	6	0
即使	38	0	0	1	0	2	0	3	0	4	1.0	5	0	6	0
可是	38	0	0	1	0	2	0	3	0	4	1.0	5	0	6	0
尽管	35	0	0	1	0	2	0	3	0.029	4	0.943	5	0.029	6	0
虽然...但是	35	0	0	1	0	2	0	3	0	4	1.0	5	0	6	0
包括	34	0	0	1	0	2	0	3	0	4	0	5	0.97	6	0.029
导致	30	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
或者	30	0	0	1	0	2	0	3	0	4	0	5	0.066	6	0.934
后来	28	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
与此同时	27	0	0	1	0.815	2	0	3	0	4	0	5	0	6	0.185
以后	27	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
因	26	0	0	1	0	2	0.999	3	0	4	0	5	0	6	0
才	25	0	0	1	0	2	0.04	3	0.96	4	0	5	0	6	0
表示	25	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
造成	25	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
不管	24	0	0	1	0	2	0	3	0.875	4	0.125	5	0	6	0
如果...那么	24	0	0	1	0	2	0	3	1.0	4	0	5	0	6	0
为此	23	0	0	1	0	2	0.956	3	0	4	0	5	0.043	6	0
只要	22	0	0	1	0	2	0	3	0.954	4	0	5	0	6	0.045
若	22	0	0	1	0	2	0.045	3	0.955	4	0	5	0	6	0
虽然	22	0	0	1	0	2	0	3	0	4	1.0	5	0	6	0
除了...也	22	0	0	1	0	2	0	3	0	4	0	5	0.773	6	0.227
不仅...也	21	0	0	1	0	2	0	3	0	4	0	5	0.905	6	0.095
就是	21	0	0	1	0	2	0	3	0.096	4	0	5	0.906	6	0
如果...就	20	0	0	1	0	2	0	3	1.0	4	0	5	0	6	0
即使...也	19	0	0	1	0	2	0	3	0	4	1.0	5	0	6	0
只要...就	19	0	0	1	0	2	0	3	1.0	4	0	5	0	6	0
让	19	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
之前	18	0	0	1	1.001	2	0	3	0	4	0	5	0	6	0
则	18	0	0	1	0.056	2	0	3	0	4	0.112	5	0.667	6	0.167
尽管...但是	18	0	0	1	0	2	0	3	0	4	1.0	5	0	6	0
反而	17	0	0	1	0	2	0	3	0	4	0.942	5	0.059	6	0
尽管...但	17	0	0	1	0	2	0	3	0	4	1.0	5	0	6	0
无论	17	0	0	1	0	2	0	3	0.882	4	0	5	0.059	6	0.059
这是	17	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
原因	16	0	0	1	0	2	0.999	3	0	4	0	5	0	6	0
只有...才	16	0	0	1	0	2	0	3	1.0	4	0	5	0	6	0
实际上	16	0	0	1	0	2	0	3	0	4	0.062	5	0.936	6	0
希望	16	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
不仅...而且	15	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
因而	15	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
指出	15	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
虽然...不过	15	0	0	1	0	2	0	3	0	4	1.0	5	0	6	0
随后	15	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
也是	14	0	0	1	0	2	0	3	0	4	0	5	0.5	6	0.5
否则	14	0	0	1	0	2	0	3	0.142	4	0.643	5	0.143	6	0.071
或是	14	0	0	1	0	2	0	3	0	4	0	5	0	6	1.0
是...还是	14	0	0	1	0	2	0	3	0	4	0	5	0	6	1.0
而是	14	0	0	1	0	2	0	3	0	4	0.286	5	0.286	6	0.429
从而	13	0	0	1	0	2	0.538	3	0	4	0	5	0.462	6	0
由于...因此	13	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
譬如	13	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
除了...还	13	0	0	1	0	2	0	3	0	4	0	5	0.769	6	0.231
不仅...还	12	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
以便	12	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
因为...所以	12	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
总之	12	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
既...又	12	0	0	1	0	2	0	3	0	4	0	5	0.333	6	0.667
最后	12	0	0	1	0.917	2	0	3	0	4	0	5	0.083	6	0
且	11	0	0	1	0	2	0	3	0	4	0	5	0.909	6	0.091
使得	11	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
即	11	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
如果...那	11	0	0	1	0	2	0	3	1.0	4	0	5	0	6	0
目的	11	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
还是	11	0	0	1	0	2	0	3	0	4	0.182	5	0.182	6	0.637
除了...之外	11	0	0	1	0	2	0	3	0	4	0	5	0.637	6	0.364
无论...都	10	0	0	1	0	2	0	3	0.6	4	0	5	0.4	6	0
一方面...另一方面	9	0	0	1	0	2	0	3	0	4	0	5	0	6	1.0
以来	9	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
例子	9	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
只是	9	0	0	1	0	2	0	3	0	4	0.778	5	0.111	6	0.111
因为...因此	9	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
接下来	9	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
既...也	9	0	0	1	0	2	0	3	0	4	0	5	0.333	6	0.667
竟然	9	0	0	1	0	2	0	3	0	4	0.778	5	0.222	6	0
至于	9	0	0	1	0	2	0	3	0	4	0.111	5	0.778	6	0.111
虽...但	9	0	0	1	0	2	0	3	0	4	1.0	5	0	6	0
不仅...更	8	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
仍然	8	0	0	1	0	2	0	3	0	4	0.125	5	0.875	6	0
加上	8	0	0	1	0	2	0	3	0	4	0	5	0.125	6	0.875
结果	8	0	0	1	0	2	0.5	3	0	4	0.375	5	0.125	6	0
要求	8	0	0	1	0	2	0.875	3	0	4	0	5	0.125	6	0
除了...外	8	0	0	1	0	2	0	3	0	4	0	5	0.75	6	0.25
除非	8	0	0	1	0	2	0	3	0.125	4	0	5	0.875	6	0
一旦	7	0	0	1	0	2	0	3	1.0	4	0	5	0	6	0
以前	7	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
其实	7	0	0	1	0	2	0	3	0	4	0.429	5	0.571	6	0
当然	7	0	0	1	0	2	0	3	0	4	0.572	5	0.429	6	0
虽然...可是	7	0	0	1	0	2	0	3	0	4	1.0	5	0	6	0
除非...否则	7	0	0	1	0	2	0	3	0.857	4	0	5	0.143	6	0
不但...也	6	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
不但...还	6	0	0	1	0	2	0	3	0	4	0	5	0.667	6	0.333
不论...都	6	0	0	1	0	2	0	3	0.667	4	0	5	0.333	6	0
与其...不如	6	0	0	1	0	2	0	3	0	4	0.333	5	0	6	0.667
企图	6	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
假如	6	0	0	1	0	2	0	3	1.0	4	0	5	0	6	0
去年	6	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
引起	6	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
更是	6	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
由于...所以	6	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
虽然...却	6	0	0	1	0	2	0	3	0	4	1.0	5	0	6	0
详细内容	6	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
随着	6	0	0	1	0.5	2	0.5	3	0	4	0	5	0	6	0
举例	5	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
之所以	5	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
事实上	5	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
以免	5	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
以致	5	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
其后	5	0	0	1	0.8	2	0	3	0	4	0	5	0.2	6	0
其次	5	0	0	1	0	2	0	3	0	4	0	5	0.8	6	0.2
再加上	5	0	0	1	0	2	0	3	0	4	0	5	0.2	6	0.8
况且	5	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
此后	5	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
现在	5	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
理由	5	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
虽然...可	5	0	0	1	0	2	0	3	0	4	1.0	5	0	6	0
要么...要么	5	0	0	1	0	2	0	3	0	4	0	5	0	6	1.0
认为	5	0	0	1	0	2	0.2	3	0	4	0	5	0.8	6	0
除...外	5	0	0	1	0	2	0	3	0	4	0	5	0.8	6	0.2
一方面...一方面	4	0	0	1	0	2	0	3	0	4	0	5	0	6	1.0
不但...而且	4	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
不是	4	0	0	1	0	2	0	3	0	4	0	5	0	6	1.0
不论	4	0	0	1	0	2	0	3	0.75	4	0	5	0.25	6	0
倘若	4	0	0	1	0	2	0	3	1.0	4	0	5	0	6	0
即便	4	0	0	1	0	2	0	3	0	4	1.0	5	0	6	0
只有	4	0	0	1	0	2	0	3	0.5	4	0	5	0.25	6	0.25
同比	4	0	0	1	0	2	0	3	0	4	1.0	5	0	6	0
如今	4	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
引发	4	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
当	4	0	0	1	0.5	2	0.25	3	0.25	4	0	5	0	6	0
必须	4	0	0	1	0	2	0	3	1.0	4	0	5	0	6	0
总的来说	4	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
接着	4	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
无论...还是	4	0	0	1	0	2	0	3	0.25	4	0	5	0	6	0.75
既然	4	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
是...不是	4	0	0	1	0	2	0	3	0	4	0	5	0	6	1.0
要是	4	0	0	1	0	2	0	3	1.0	4	0	5	0	6	0
随即	4	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
难怪	4	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
一边...一边	3	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
不仅	3	0	0	1	0	2	0	3	0	4	0	5	0.333	6	0.667
不但	3	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
不但...更	3	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
主要	3	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
亦	3	0	0	1	0	2	0	3	0	4	0	5	0	6	1.0
何况	3	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
再说	3	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
却是	3	0	0	1	0	2	0	3	0	4	1.0	5	0	6	0
反观	3	0	0	1	0	2	0	3	0	4	1.0	5	0	6	0
可能	3	0	0	1	0	2	0.333	3	0	4	0	5	0.333	6	0.333
哪怕	3	0	0	1	0	2	0	3	0	4	1.0	5	0	6	0
宣布	3	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
尔后	3	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
就像	3	0	0	1	0	2	0	3	0	4	0.333	5	0.666	6	0
就说	3	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
当天	3	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
当时	3	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
总而言之	3	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
此前	3	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
毕竟	3	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
特别	3	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
目前	3	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
目标	3	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
直到	3	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
相反	3	0	0	1	0	2	0	3	0	4	1.0	5	0	6	0
相比	3	0	0	1	0	2	0	3	0	4	1.0	5	0	6	0
稍后	3	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
经过	3	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
至少	3	0	0	1	0	2	0	3	0	4	1.0	5	0	6	0
试图	3	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
过去	3	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
过后	3	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
进而	3	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
除此之外	3	0	0	1	0	2	0	3	0	4	0	5	0.667	6	0.333
一是...二是	2	0	0	1	0	2	0	3	0	4	0	5	0	6	1.0
不仅...同时	2	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
不但...同时	2	0	0	1	0	2	0	3	0	4	0	5	0.5	6	0.5
不然	2	0	0	1	0	2	0	3	1.0	4	0	5	0	6	0
之外	2	0	0	1	0	2	0	3	0	4	0	5	0.5	6	0.5
事后	2	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
亦即	2	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
仅	2	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
从此	2	0	0	1	0.5	2	0.5	3	0	4	0	5	0	6	0
以防	2	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
例外	2	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
再者	2	0	0	1	0	2	0	3	0	4	0	5	0.5	6	0.5
则是	2	0	0	1	0	2	0	3	0	4	0	5	0.5	6	0.5
前一天	2	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
前夕	2	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
即...也	2	0	0	1	0	2	0	3	0	4	0	5	0.5	6	0.5
即使...但	2	0	0	1	0	2	0	3	0	4	1.0	5	0	6	0
即便...也	2	0	0	1	0	2	0	3	0	4	1.0	5	0	6	0
只不过	2	0	0	1	0	2	0	3	0	4	1.0	5	0	6	0
只需	2	0	0	1	0	2	0	3	1.0	4	0	5	0	6	0
同一天	2	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
同样	2	0	0	1	0	2	0	3	0	4	0	5	0	6	1.0
同理	2	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
唯有...才	2	0	0	1	0	2	0	3	1.0	4	0	5	0	6	0
因...而	2	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
尽管...不过	2	0	0	1	0	2	0	3	0	4	1.0	5	0	6	0
尽管如此	2	0	0	1	0	2	0	3	0	4	1.0	5	0	6	0
居然	2	0	0	1	0	2	0	3	0	4	1.0	5	0	6	0
已经	2	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
并称	2	0	0	1	0	2	0	3	0	4	0	5	0.5	6	0.5
当初	2	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
当年	2	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
总体而言	2	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
所幸	2	0	0	1	0	2	0	3	0	4	1.0	5	0	6	0
所谓	2	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
故	2	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
日前	2	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
日后	2	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
显示	2	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
更有	2	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
曾经	2	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
最终	2	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
正如	2	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
比如...比如	2	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
由于...为此	2	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
看出	2	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
看来	2	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
立刻	2	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
第二	2	0	0	1	0	2	0	3	0	4	0	5	0	6	1.0
结束	2	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
继而	2	0	0	1	0.5	2	0	3	0	4	0	5	0.5	6	0
而后	2	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
致使	2	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
虽	2	0	0	1	0	2	0	3	0.5	4	0.5	5	0	6	0
虽然...仍然	2	0	0	1	0	2	0	3	0	4	1.0	5	0	6	0
表明	2	0	0	1	0	2	0.5	3	0	4	0	5	0.5	6	0
证明	2	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
话虽如此	2	0	0	1	0	2	0	3	0	4	1.0	5	0	6	0
诸如	2	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
还要	2	0	0	1	0	2	0	3	0	4	0	5	0	6	1.0
这样	2	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
那时	2	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
都是	2	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
鉴于	2	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
针对	2	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
防止	2	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
除...也	2	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
预计	2	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
首先...接着	2	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
一开始...然后	1	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
一开始...现在	1	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
一方面...另方面	1	0	0	1	0	2	0	3	0	4	0	5	0	6	1.0
一晃	1	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
一来...二来	1	0	0	1	0	2	0	3	0	4	0	5	0	6	1.0
一般来说	1	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
不一会	1	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
不久	1	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
不仅...反而	1	0	0	1	0	2	0	3	0	4	1.0	5	0	6	0
不仅...还有	1	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
不仅仅...也	1	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
不仅仅...更	1	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
不仅仅...而且	1	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
不光	1	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
不只是...而是	1	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
不是...只是	1	0	0	1	0	2	0	3	0	4	0	5	0	6	1.0
不管...但	1	0	0	1	0	2	0	3	1.0	4	0	5	0	6	0
不能...也不能	1	0	0	1	0	2	0	3	0	4	0	5	0	6	1.0
不要...不要	1	0	0	1	0	2	0	3	0	4	0	5	0	6	1.0
不论...还是	1	0	0	1	0	2	0	3	1.0	4	0	5	0	6	0
不过...才	1	0	0	1	0	2	0	3	1.0	4	0	5	0	6	0
与其	1	0	0	1	0	2	0	3	0	4	1.0	5	0	6	0
与其说...还不如	1	0	0	1	0	2	0	3	0	4	0	5	0	6	1.0
中午	1	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
为的是	1	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
举凡	1	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
乃是	1	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
乃至	1	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
之所以...在于	1	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
也只是	1	0	0	1	0	2	0	3	1.0	4	0	5	0	6	0
也就	1	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
也由	1	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
二来	1	0	0	1	0	2	0	3	0	4	0	5	0	6	1.0
仅当...才	1	0	0	1	0	2	0	3	1.0	4	0	5	0	6	0
仍	1	0	0	1	0	2	0	3	1.0	4	0	5	0	6	0
仍旧	1	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
从...到	1	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
以上	1	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
以下	1	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
以及...乃至于	1	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
以图	1	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
以往...如今	1	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
以示	1	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
以至	1	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
任何	1	0	0	1	0	2	0	3	1.0	4	0	5	0	6	0
会后	1	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
估计	1	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
伴随	1	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
何妨	1	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
促使	1	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
促进	1	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
倒是	1	0	0	1	0	2	0	3	0	4	1.0	5	0	6	0
倘若...岂不	1	0	0	1	0	2	0	3	1.0	4	0	5	0	6	0
偏偏	1	0	0	1	0	2	0	3	0	4	1.0	5	0	6	0
先前	1	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
先是...然后	1	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
免得	1	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
全是	1	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
全都	1	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
其因	1	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
再不然	1	0	0	1	0	2	0	3	0	4	0	5	0	6	1.0
再则	1	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
再有	1	0	0	1	0	2	0	3	0	4	0	5	0	6	1.0
再来	1	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
凡是	1	0	0	1	0	2	0	3	1.0	4	0	5	0	6	0
凡是...将	1	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
凡是...都	1	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
出于	1	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
分别	1	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
前不久	1	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
剔除	1	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
加之	1	0	0	1	0	2	0	3	0	4	0	5	0	6	1.0
势必	1	0	0	1	0	2	0	3	1.0	4	0	5	0	6	0
即使...也要	1	0	0	1	0	2	0	3	1.0	4	0	5	0	6	0
即使...仍然	1	0	0	1	0	2	0	3	0	4	1.0	5	0	6	0
即使...却	1	0	0	1	0	2	0	3	1.0	4	0	5	0	6	0
即使...并	1	0	0	1	0	2	0	3	0	4	1.0	5	0	6	0
即使...还	1	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
即便...还有	1	0	0	1	0	2	0	3	0	4	1.0	5	0	6	0
即是	1	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
原先	1	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
原来	1	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
原来...如今	1	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
反之	1	0	0	1	0	2	0	3	0	4	1.0	5	0	6	0
反倒	1	0	0	1	0	2	0	3	0	4	1.0	5	0	6	0
反映	1	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
只有...才能	1	0	0	1	0	2	0	3	1.0	4	0	5	0	6	0
只有...还有	1	0	0	1	0	2	0	3	0	4	0	5	0	6	1.0
只用...就	1	0	0	1	0	2	0	3	1.0	4	0	5	0	6	0
只要...也	1	0	0	1	0	2	0	3	1.0	4	0	5	0	6	0
只要...那么	1	0	0	1	0	2	0	3	1.0	4	0	5	0	6	0
只要...都	1	0	0	1	0	2	0	3	1.0	4	0	5	0	6	0
可惜	1	0	0	1	0	2	0	3	0	4	1.0	5	0	6	0
吃完	1	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
同年	1	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
后续	1	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
因为...结果	1	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
因为...而	1	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
因着	1	0	0	1	0	2	1.0	3	0	4	0	5	0	6	0
在于	1	0	0	1	0	2	0	3	0	4	0	5	1.0	6	0
在此同时	1	0	0	1	1.0	2	0	3	0	4	0	5	0	6	0
